0000 ゴールド
390C アブスコンデンス
3A0C クナイ
3B0C グライディングドミノ
3C0C イオタペルソナ
3D0C 生命丸
3E0C ジェルスフィア
3F0C ブレイブアックス
400C ラボプロダクト
410C イチンインソムニア
420C パイレーツハンター
430C マーダリングサークル
440C トゥルーリベンジ
450C セブンペア
460C ウォーターメロン
470C スレンダーボウ
480C アブソリュートゼロ
490C ハイフィデリティ
4A0C カリビアンアズール
4B0C ハランの弓
4C0C 六糸烈撃弓
4D0C 千鈴の弓
4E0C エックスバンド
4F0C 力の弓
500C ハープニードル
510C デビルマシンガン
520C 知識の弓
530C 角の弓
540C ブレイズデバイス
550C エッセンシャルリボルト
560C トゥームストーンフレーク
570C 鳴鏑
580C ヘビィデューティー
590C 片箭
5A0C 火箭
5B0C ポイズンヒーラー
5C0C レイヤーブルー
5D0C ダブルスピア
5E0C ウィリーウィリー
5F0C フライングバットレス
600C 賢者の槍
610C スリーヒット
620C ミシックスクエア
630C 兵卒用三枝槍
640C マーマンタン
650C チャンパルサモ
660C デモンウィスパリン
670C デュアルカスピッド
680C スタウトフェロウ
690C メディテーションポール
6A0C エリアンハイへルド
6B0C デスサイズ
6C0C 滝波の槍
6D0C 春蘭
6E0C アンイールディングスタッフ
6F0C 薙刀
700C フラジールニップ
710C クロマチックコード
720C ディテールノート
730C マエストロチョイス
740C ナイトノイズ
750C リドルクレイドル
760C オペラチューブ
770C ミニブラス
780C シークレットチューン
790C 草笛
7A0C ザウバフルレテ
7B0C 竹笛
7C0C ラビアの香笛
7D0C ソイルアンカー
7E0C バーミリオンアビス
7F0C エボニークロス
800C レーススリング
810C サイドワインダー
820C デューティーセット
830C モデストスリング
840C ビヴァビーバー
850C ハンドバッグスリング
860C クラッカーボール
870C フレキシブラー
880C ラグジュアリースリング
890C ヴァンパイアバインディング
8A0C ダンパーマシン
8B0C ドワーフボール
8C0C チリペッパー
8D0C ブルートニック
8E0C ホットスープ
8F0C 石英
900C 鉄甲弾
910C サムテックス
920C キューティートライアングル
930C ファイアーバトン
940C ハイタイム
950C ブラックコード
960C ピュアハート
970C バーストロバスト
980C グルーヴトレイル
990C ファンタスティッカー
9A0C ピンクミリタリーバンド
9B0C DJリクエスト
9C0C スキャットジン
9D0C オーラバトラー
9E0C ロータスガーデナー
9F0C ピンクフレグランス
A00C タイプセブン
A10C インディアナ2000
A20C シャムパイソン
A30C メルティングビーズ
A40C スタミナアマリリス
A50C チェーンリアクション
A60C ソウルサッカー
A70C ブラッディティア
A80C フィジカルペイン
A90C フレイムエンプレス
AA0C ロシペルの左手
AB0C ティアメスの鍵
AC0C ドラコリッチの鍵
AD0C ブルンネンシュティグ郵便物
AE0C ハノブ郵便物
AF0C アウグスタ郵便物
B00C ブリッジヘッド郵便物
B10C スマグ郵便物
B20C バリアート郵便物
B30C ビスル郵便物
B40C ビガプール郵便物
B50C シュトラセラト郵便物
B60C アリアン郵便物
B70C 迷彩服
B80C リフレクティング・シャード
B90C シャインパウダー
BA0C ハイパーシャインパウダー
BB0C シールドポーチ
BC0C ガラスの色鉛筆
BD0C ミニペットポーチ
C10C ツインフレーム
C20C RED STONE
C30C 配達員のバッジ
CB0C シャトゥ・ブレリュ
CC0C 王の証書
CD0C 巨商の策略
CE0C 消滅の魔法書
CF0C 能力再修練カード
D00C 技術再修練カード
D10C 再集結の旗
D30C 青色の魔力増幅魔法書
D40C 金色の魔力増幅魔法書
D50C 青色の再構成魔法書
D60C 金色の再構成魔法書
D70C 血の呪符
D80C 精神の呪符
D90C パイオニアの呪符
DA0C 赤色の異次元ボックス
DB0C 善悪の境界
DC0C 天上のコイン
DD0C ハイムダルの手紙
DE0C 黄泉のコイン
DF0C レッドデビルの宝石
E00C セーラの手紙
E10C RED STONE抽出機
E20C RED STONEのかけら
E30C マーブルガゴイルの羽根
E40C ビッグシェルの甲羅
E50C クローラーの抜け殻汁
E60C 蜘蛛の糸
E70C 魂のハープ
E80C クリスマスプレゼントBOX
E90C クリスマス特別プレゼント
EA0C クリスマス高級プレゼント
EC0C ホベルク公爵の同意書
ED0C レノン伯爵の同意書
EE0C ベルディノ公爵の同意書
EF0C クロアン子爵の同意書
F00C 領主メディッチの同意書
F10C ホベルク公爵の同意書[署名完了]
F20C レノン伯爵の同意書[署名完了]
F30C ベルディノ公爵の同意書[署名完了]
F40C クロアン子爵の同意書[署名完了]
F50C 領主メディッチの同意書[署名完了]
F60C 旅行資金
F70C プレルト塩袋
F80C ブルースビストロ予約領収書
F90C シュトラセラト銀行 招待状[船長 コティエル]
FA0C 魔力が籠められた木彫人形
FB0C ほろほろになった皮
FC0C シュトラセラト銀行 招待状[船長 ボビー]
FD0C シュトラセラト銀行 招待状[船長 ヘンカス]
FE0C シュトラセラト銀行 招待状[船長 コタス]
FF0C シュトラセラト銀行 招待状[船長 ゼルニアン]
000D シュトラセラト銀行 招待状[船長 ジャコウ]
010D シュトラセラト銀行 招待状[船長 トレビアン]
020D シュトラセラト銀行 招待状[船長 コビエラ]
030D シュトラセラト銀行 招待状[船長 ターク]
040D シュトラセラト銀行 招待状[船長 ヘスティン]
050D シュトラセラト銀行 招待状[船長 タバク]
060D 空っぽの小麦用布袋
070D いっぱいになった小麦用布袋
080D 猫の排泄物袋
090D 腐敗した巨大チーズ
0A0D 布地購入目録
0B0D 布地購入経費
0C0D パーチの母親の遺骨
0D0D パーチ家紋のペンダント
0E0D ナセトラ布地
0F0D アタディウム鉱石
100D 滑らかで軟らかいタルク
110D アタディウムインゴット
120D ロムバル酒
130D エルフの装身具
140D エルフの衣
150D エルフの装飾品
160D 取引代金
170D ラカリフサ小麦
180D 干した魚
190D ボルディオ・ワイン
1A0D 超強度鋼インゴット
1B0D 怪しい空き箱
1C0D 古代の結晶体
1D0D 欲望の精粋
1E0D いっぱいになった怪しい箱
1F0D カンドスの推薦状
200D 虫眼鏡
210D 偽造ワイン
220D ベルシのストライキ撤回書
230D クレンのストライキ撤回書
240D パーンのストライキ撤回書
250D ベルシのストライキ撤回書[署名済]
260D クレンのストライキ撤回書[署名済]
270D パーンのストライキ撤回書[署名済]
280D 小麦販売代金
290D アリアン侵攻計画書
2A0D まだら油
2B0D 冒険家クーロンの冒険日誌
2C0D 地図のかけら 1
2D0D 地図のかけら 2
2E0D 地図のかけら 3
2F0D 地図のかけら 4
300D 地図のかけら 5
310D 地図のかけら 6
320D 地図のかけら 7
330D 地図のかけら 8
340D 地図のかけら 9
350D 地図のかけら 10
360D 地図のかけら 11
370D 地図のかけら 12
380D 地図のかけら 13
390D 地図のかけら 14
3A0D 地図のかけら 15
3B0D 地図のかけら 16
3C0D ノーススワンプの右側の地図
3D0D ノーススワンプの左側の地図
3E0D エイダン探検隊の日誌
3F0D 崇拝者のお供え
400D 死者蘇生術研究書
410D マミーの身体の一部
420D 生命の水
430D 悪魔の霊薬
440D 悪魔の源
460D 風の加護
470D 水の波動
480D 大地の響き
490D 火炎の激怒
4A0D 悪臭の香水
4B0D 汚染された水
4C0D 汚染された土
4D0D ウルフの鋭い牙
4E0D ウィーブウィドウの猛毒
4F0D バナナの香油
500D 暴君バッカルのネックレス
510D 砂漠エルフの血液
520D 砂漠オークの筋肉
530D 空の小さなビン
540D 水が入った小さなビン
550D 書類の包み
560D 淡い黄色の犬の毛
570D 淡い黄色の髪の毛
580D ジンのペンダント
590D 骸骨剣士の骨
5A0D 冷酷トゥールボの頭蓋骨
5B0D サティロスの肩鎧
5C0D 禁断の香
5D0D 盗品
5E0D ココスの仮面
5F0D 空間移動のルーン
610D イレギュラーアリアン[D]
620D インダクションキット[D]
630D 採掘斧[D]
640D ドラゴンツイスター[D]
650D ガッツグローリー[D]
660D ハイランダーソード[D]
670D ポストブルシニ[D]
680D ヘルブレーン[D]
690D カドゥケウス[D]
6A0D 炎狼牙[D]
6B0D スマグスペシャル[D]
6C0D ハートデタッチャー[D]
6D0D アウグスタスカッド[D]
6E0D トーチングソーン[D]
6F0D ビルクラッカー[D]
700D ギャラクティックトライアード[D]
710D ローズマリープルマージュ[D]
720D ストラタス[D]
730D ルインドライバー[D]
740D アブスコンデンス[D]
750D 桔梗刀[D]
760D ハランの弓[D]
770D ハイフィデリティ[D]
780D スレンダーボウ[D]
790D ウィリーウィリー[D]
7A0D 賢者の槍[D]
7B0D フライングバットレス[D]
7C0D ザウバフルレテ[D]
7D0D ドワーフボール[D]
7E0D ダンパーマシン[D]
7F0D ピンクフレグランス[D]
800D タイプセブン[D]
810D イクストラクター[D]
820D シャムパイソン[D]
830D スタミナアマリリス[D]
840D カルスのパッド[D]
850D ヴォルフラムファー[D]
860D ジャ・シーン[D]
870D 古い道士服[D]
880D 魔法騎士エリプシャン[D]
890D ビスルキルト[D]
8A0D ビーチピーチ[D]
8B0D エンジェルローブ[D]
8C0D ドレイクプルーム[D]
8D0D サリーンイントルーダー[D]
8E0D 軍楽隊の兵士[D]
8F0D ホワイトナイン[D]
900D ヒーローズプルーフ[D]
910D ホワイトオーラ[D]
920D 妖精のマント[D]
930D テープシェーダー[D]
940D ホーリストロール[D]
950D クールガイ[D]
960D ブラックオーラ[D]
970D ボルテックステクスチャー[D]
980D モダンマジシャン[D]
990D アキュパンクチャーポイント[D]
9A0D ワイドロープ[D]
9B0D ベイナビル[D]
9C0D フォーチュンフィール[D]
9D0D スパイラルバックル[D]
9E0D アンチチャージャ[D]
9F0D チェーンスクェア[D]
A00D 鉄板ベルト[D]
A10D ガーダーベルト[D]
A20D フローズンコイル[D]
A30D 天竜のベルト[D]
A40D 春の端境期[D]
A50D インスタントエイド[D]
A60D フォームガード[D]
A70D ハンズオブアドバサリー[D]
A80D お父さんの手[D]
A90D マスグリップ[D]
AA0D ラッククラッチ[D]
AB0D バタフライスティング[D]
AC0D スクリューフライアー[D]
AD0D ロングビル[D]
AE0D ポテンシャルドラッガー[D]
AF0D シールドペア[D]
B00D シュトゥルムの風[D]
B10D スペクトラルタック[D]
B20D アイアンフィスト[D]
B30D グリッドシーカー[D]
B40D バーニングファイター[D]
B50D ルシッドヘルム[D]
B60D ジャイアント兜[D]
B70D 王冠[D]
B80D 地上の権勢[D]
B90D マスターキャップ[D]
BA0D ファーブの帽子[D]
BB0D 黒鉄帽[D]
BC0D アースアンプ[D]
BD0D ハイハット[D]
BE0D 花の乙女のサークレット[D]
BF0D スリーピングロマ[D]
C00D 精霊王の冠[D]
C10D スピリットオブコマーシャル[D]
C20D 大道無門[D]
C30D 千里靴[D]
C40D トラップリビーラ[D]
C50D トリップライダー[D]
C60D ザ・ストライダー[D]
C70D ゴッドマザー[D]
C80D アンジーの契約[D]
C90D レザーヒール[D]
CA0D バッサドラッヘ[D]
CB0D スタチューブーツ[D]
CC0D 黄金ブーツ[D]
CD0D 鳳凰章[D]
CE0D デビルネック[D]
CF0D シャドウエンブレム[D]
D00D イールスパイン[D]
D10D アメジスティアン[D]
D20D 見張り人の目[D]
D30D 迷える追跡人[D]
D40D スティールネックガード[D]
D50D ワームブリーズ[D]
D60D ホロウサークルズ[D]
D70D ハードフィスト[D]
D80D タートクラフトの婚約指輪[D]
D90D ポジティブシール[D]
DA0D 太極リング[D]
DB0D テスラループ[D]
DC0D ソリティアサーパント[D]
DD0D クレマーメビウス[D]
DE0D スティングララバイ[D]
DF0D 黒竜の指輪[D]
E00D シャークフィン[D]
E10D ネクロキャビティ[D]
E20D 女神の深さ[D]
E30D ファインウィスパー[D]
E40D レブリングヒンジ[D]
E50D アイボリーダスト[D]
E60D トリニティーラスター[D]
E70D フリーダムエンプレス[D]
E80D 女神の息吹[D]
E90D スターチャイルド[D]
EA0D ソードブロッカー[D]
EB0D パーリングダガー[D]
EC0D プレシャスロード[D]
ED0D フラッシュスパイク[D]
EE0D M.P.D.F.[D]
EF0D ガディウスウォーデン[D]
F00D スィートラズベリー[D]
F10D ファイアドレイク紋章のブローチGDX[D]
F20D マーマン紋章のブローチGDX[D]
F30D トレント紋章のブローチGDX[D]
F40D パン紋章のブローチLX[D]
F50D ウィルオウィスプ紋章のブローチGDX[D]
F60D ファイアドレイク紋章のブローチ[D]
F70D マーマン紋章のブローチ[D]
F80D トレント紋章のブローチ[D]
F90D パン紋章のブローチ[D]
FA0D ウィルオウィスプ紋章のブローチ[D]
FB0D シャドウ装飾の十字架 GDX[D]
FC0D ファイアドレイク装飾の十字架 GDX[D]
FD0D マーマン装飾の十字架 GDX[D]
FE0D パン装飾の十字架 LX[D]
FF0D ウィルオウィスプ装飾の十字架 GDX[D]
000E シャドウ装飾の十字架[D]
010E ファイアドレイク装飾の十字架[D]
020E マーマン装飾の十字架[D]
030E パン装飾の十字架[D]
040E ウィルオウィスプ装飾の十字架[D]
050E ファイアドレイク紋様の腕刺青GDX[D]
060E マーマン紋様の腕刺青 GDX[D]
070E トレント紋様の腕刺青 GDX[D]
080E ウィルオウィスプ紋様の腕刺青 GDX[D]
090E ファイアドレイク紋様の腕刺青[D]
0A0E マーマン紋様の腕刺青[D]
0B0E トレント紋様の腕刺青[D]
0C0E ウィルオウィスプ紋様の腕刺青[D]
0D0E スタビライザー[D]
0E0E ストロングミサイル[D]
0F0E エッセンシャルリボルト[D]
100E 鳴鏑[D]
110E ヘビィデューティー[D]
120E 片箭[D]
130E 火箭[D]
140E レイヤーブルー[D]
150E ファイアドレイク紋様の肩刺青GDX[D]
160E マーマン紋様の肩刺青GDX[D]
170E トレント紋様の肩刺青GDX[D]
180E パン紋様の肩刺青LX[D]
190E ウィルオウィスプ紋様の肩刺青GDX[D]
1A0E ファイアドレイク紋様の肩刺青[D]
1B0E マーマン紋様の肩刺青[D]
1C0E トレント紋様の肩刺青[D]
1D0E パン紋様の肩刺青[D]
1E0E ウィルオウィスプ紋様の肩刺青[D]
1F0E 催涙弾[D]
200E ナパーム弾[D]
210E チリペッパー[D]
220E 鉄甲弾[D]
230E サムテックス[D]
240E ファイヤードレイクサモンセット
250E 闘士の証
260E 火炎の激怒
270E 大地の響き
280E 風の加護
290E 水の波動
2A0E デストロイヤー
2B0E ディバインカイザー
2C0E レッドアイワンド
2D0E メガロドン
2E0E ヘブンズ・コア
2F0E イカルス
300E クレイジーピースト
310E ファントムアサシン
320E ネメシス
330E ヴァルキリアー
340E ネイリイース
350E スターフォールスリング
360E ハートムーンロッド
370E コロナウィップ
380E 闘士の霊薬
390E 闘士の巨大な霊薬
3A0E 闘士の強烈な意志
3B0E 闘士の冷徹な意志
850E 草笛[D]
860E 闘士のスモールヒールポーション
870E 竹笛[D]
880E 闘士のヒールポーション
890E 闘士のラージヒールポーション
8A0E 闘士のフルヒールポーション
8B0E 闘士のスモールチャージポーション
8C0E 闘士のチャージポーション
8D0E 闘士のラージチャージポーション
8E0E 闘士のフルチャージポーション
8F0E 闘士の万病治療薬
900E 闘士の小さい霊薬
910E 闘士の疾走
920E 闘士の怒り
930E 闘士の解毒剤
950E ロータスガーデナー[D]
960E スナイピングアペックス[D]
970E 騎士用ベルト[D]
980E 霧の隠れ蓑[D]
990E グリムジョーカーの帽子[D]
9A0E ベノムポッド[D]
9D0E 空虚の草
9E0E ケーブ族の薬
9F0E 綺麗な砂
A00E 煌く石炭
A10E 発火のかけら
A20E 透明な氷の結晶
A30E 湧き上がる火炎の薬瓶
A40E 大地の息吹
A50E きれいな水
A60E ヴァンパイアバインディング[D]
A70E 縮んだ黒い心臓
A80E 黒い血液
A90E カリゴの草露
AA0E 蒸留器
AB0E 魔力探知機
AC0E 清浄な神水
AD0E 暴雨の秘薬
AE0E パディアナのネックレス
AF0E 黒い刃盗賊団の証
B00E ロアンの証
B10E 水の入った水筒
B20E 空っぽの水筒
B30E ガーゴイルの羽
B40E ソウルプランダーの玉
B50E カルリコの剣
B60E 神秘のかけら
B70E ベラリタン金属
B80E プラミンの木
B90E テボランの宝石
BA0E ザブエルベラン
BB0E 決闘大会の招待チケット
BC0E 原始人の赤い豆
BD0E 赤い灰袋
BE0E ガンデンの秘薬
BF0E 野良犬の白い歯
C00E ブラウンベアーの内臓
C10E ウェアーゴートの角
C20E 呪われた木彫り人形
C30E 死神スコーピオンの毒
C40E ネバネバした液体
C50E 死者の手
C60E 賢者の秘密文書
C70E カラーハリー
C80E 薬草発酵器
C90E カラーハリーの水薬
CA0E ベゴニア
CB0E 黄金小麦
CC0E ハタンの水薬
CD0E プレーガーの肉
CE0E リザードキリングのしっぽ
CF0E アクアスライムの触手
D00E メロウの角
D10E 水薬の材料のエキス
D20E 鉄鉱石見本
D30E アマリアンの花
D40E カリファーのプレゼント
D50E 食人スコーピオンの毒針
D60E デスピンサーの青い血
D70E ソードスパイダーの緑の血
D80E ソードスパイダーの爪
D90E デスピンサーの爪
DA0E ウィーブウィドウの爪
DB0E フラッシュワンド
DC0E ユーリのネックレス
DD0E 小さいレンガ
DE0E 大きいレンガ
DF0E 作業用ハンマー
E00E 4級諜報員の証
E10E 3級諜報員の証
E20E 2級諜報員の証
E30E 1級諜報員の証
E40E 実験報告書
E50E 魔法爆弾
E60E 起爆装置
E70E 小型魔法時限爆弾
E80E 魔法音声呪文書 1
E90E 魔法音声呪文書 2
EA0E 魔法音声呪文書 3
EB0E 魔法音声呪文書 4
EC0E 魔法音声呪文書 5
ED0E 魔法音声呪文書 6
EE0E 魔法音声呪文書 7
EF0E 魔法音声呪文書 8
F00E 監視団名簿と配置リスト
F10E 裏切り者クホルの印
F40E <c:GOLDYELLOW>結晶石<n>
F50E ウシロツノカエルの卵[追加分]
F60E 湿地カマキリの薄い羽[追加分]
F70E 火の鳥のしっぽ
F80E 高級復活巻物
F90E 古代亀の甲羅[追加分]
FA0E 神秘の洞窟の猛毒[追加分]
FB0E インフィニティソード1
FC0E インフィニティソード2
FD0E インフィニティソード3
FE0E インフィニティソード4
FF0E インフィニティソード5
000F インフィニティソード6
010F インフィニティソード7
020F インフィニティソード8
030F インフィニティソード9
040F インフィニティソード‘勇気’
050F インフィニティブレード1
060F インフィニティブレード2
070F インフィニティブレード3
080F インフィニティブレード4
090F インフィニティブレード5
0A0F インフィニティブレード6
0B0F インフィニティブレード7
0C0F インフィニティブレード8
0D0F インフィニティブレード9
0E0F インフィニティブレード‘勇猛’
0F0F インフィニティワンド1
100F インフィニティワンド2
110F インフィニティワンド3
120F インフィニティワンド4
130F インフィニティワンド5
140F インフィニティワンド6
150F インフィニティワンド7
160F インフィニティワンド8
170F インフィニティワンド9
180F インフィニティワンド‘反転’
190F インフィニティファング1
1A0F インフィニティファング2
1B0F インフィニティファング3
1C0F インフィニティファング4
1D0F インフィニティファング5
1E0F インフィニティファング6
1F0F インフィニティファング7
200F インフィニティファング8
210F インフィニティファング9
220F インフィニティファング‘本能’
230F インフィニティボウ1
240F インフィニティボウ2
250F インフィニティボウ3
260F インフィニティボウ4
270F インフィニティボウ5
280F インフィニティボウ6
290F インフィニティボウ7
2A0F インフィニティボウ8
2B0F 嵐の勲章 A
2C0F ワーラットの肉
2D0F ドレイクの肉
2E0F さっぱりダブルステーキ
2F0F ワーラットの高級肉
300F ドレイクの高級肉
310F 最高級ダブルステーキ
320F ワーラットの柔らかい肉
330F 厚ぼったい食糧袋
340F ワーラットの生肉
350F バーサーカゾンビの大剣
360F 火炎の燃え殻
370F 雷雲杖[D]
380F クリスティラの牙[D]
390F カリビアンアズール[D]
3A0F スリーヒット[D]
3B0F オダインハンマー[D]
3C0F アンバーアサイラム[D]
3D0F スキャットジン[D]
3E0F シークレットチューン[D]
3F0F 盗掘用短刀[D]
400F メルティングビーズ[D]
410F 情熱の証
420F バオバブの枝
430F 燃え上がる火の恩寵
440F 揺れる水の恩寵
450F 吹き抜ける風の恩寵
460F 鼓動する大地の恩寵
470F 知識のメダル
480F 汚れた水の水晶
490F 瞑想の証
4A0F 黄金のガラス瓶
4B0F 巨人のガントレット
4C0F 揺れる風の鏡
4D0F 叫びの証
4E0F 風の砂時計
4F0F メタルゴーレムのネックレス
500F 崩れた岩のかけら
510F 意志の証
520F 大地の宝石
530F スティールジャスティス[D]
540F デボーンナイフ[D]
550F 色あせた指輪
560F リフレクションコーティング[D]
570F 騎士団の鎧[D]
580F ミルトリムの衣服[D]
590F ウィンドライダー[D]
5D0F 覚醒の果実
5E0F 覚醒の種
5F0F <c:LTYELLOW>赤いミスリルのかけら<n>
600F <c:LTYELLOW>青いミスリルのかけら<n>
610F <c:LTYELLOW>黒いミスリルのかけら<n>
620F ポータル・スフィアー EX
630F ポータル・スフィアー DX
640F 機敏のバッジ
650F 命中のバッジ
660F ポータル・パワーキット[1時間版]
670F ポータル・パワーキット[3時間版]
680F グレートヒールポーション
690F 改良型 グレートヒールポーション
6A0F デラックスヒールポーション
6B0F 改良型 デラックスヒールポーション
6C0F 改良型 フルヒールポーション
6D0F グレートチャージポーション
6E0F 改良型 グレートチャージポーション
6F0F デラックスチャージポーション
700F 改良型 デラックスチャージポーション
710F 改良型 フルチャージポーション
720F <c:LTYELLOW>神秘の石のかけら<n>
730F <c:GOLDYELLOW>神秘の石<n>
740F <c:LTYELLOW>タティリス遺跡のかけら<n>
750F <c:GOLDYELLOW>修復済みタティリス遺跡の出土品<n>
760F <c:CTPURPLE>タティリス遺跡　Ｂ１入場券<n>
770F <c:CTPURPLE>タティリス遺跡　Ｂ２入場券<n>
780F <c:CTPURPLE>タティリス遺跡　Ｂ３入場券<n>
790F <c:CTPURPLE>タティリス遺跡　Ｂ４入場券<n>
7A0F <c:CTPURPLE>タティリス遺跡　Ｂ５入場券<n>
7B0F <c:CTPURPLE>タティリス遺跡　Ｂ６入場券<n>
7C0F <c:CTPURPLE>タティリス遺跡　Ｂ７入場券<n>
7D0F <c:CTPURPLE>タティリス遺跡　Ｂ８入場券<n>
7E0F <c:CTPURPLE>タティリス遺跡　Ｂ９入場券<n>
7F0F 光沢の刃油
800F 光沢の鎧油
810F ハーブ
820F 勇気のクリスタル
830F 絶望のリング
840F 呪われし竜の心臓
850F 疑心暗鬼
860F ギルドマーク・ユニーク１パッケージ
870F ギルドマーク・ユニーク２パッケージ
880F ギルドマーク・シグナルパッケージ
890F ニケの靴
8A0F 活力の霊薬
8D0F ホップリザードの後ろ足
8E0F クラーケンの透明な触手
8F0F 古代亀の卵
900F 本日の料理レシピ集
910F ホップリザードのしっぽ
920F ウシロツノカエルの肉
930F ヌメヌメとしたクラーケン触手
940F ラットマンの肉
950F 猛毒湿地サソリのハサミ
960F 破れた植物辞典 1ページ
970F 破れた植物辞典 6ページ
980F 破れた植物辞典 11ページ
990F 破れた植物辞典 17ページ
9A0F 破れた植物辞典 21ページ
9B0F 破れた植物辞典 32ページ
9C0F アポルロシア
9D0F とんがりキノコ
9E0F ウシロツノカエルの卵
9F0F 湿地カマキリの薄い羽
A00F 古代亀の甲羅
A10F 神秘の洞窟の猛毒
A20F 懸賞付き指名手配書
A30F ドリューの破れた洋服
A40F 手帳用のペン
A50F <c:CYAN>魔法の石<n>
A60F 神秘の石
A70F ロザミアのネックレスtest
A80F ロザミアのネックレス
A90F 巨大な骨
AA0F 神秘の樹脂
AB0F チキチャカ族の刀
AC0F 道具屋ザックのメモ
AD0F 三日月一族の遺物
AE0F ポロナの銀の鱗
AF0F 煌く貝殻
B00F 赤き血の遺物
B10F 騎士アタゴンの討伐任務書
B20F 巨大なカボチャの杖
B30F 原始巨大亀の卵
B40F カタフの命令書
B50F コルタのメモ
B60F 新鮮なポロナ
B70F アンガーツリーの枝
B80F オオダコの墨汁懐
B90F 泥ゴーレムの欠片
BA0F 原始巨大亀の甲羅
BB0F チキチャカ兵の羽
BC0F チキチャカ戦士の羽
BD0F チキチャカ族長の羽
BE0F チキフーコの密書
BF0F ポコチャの要請書
C00F チキチャカ族長の卵
C10F 三日月一族下級印
C20F 三日月一族中級印
C30F 三日月一族上級印
C40F デビルアイ一族下級印
C50F デビルアイ一族中級印
C60F デビルアイ一族上級印
C70F 赤き血の一族下級印
C80F 赤き血の一族中級印
C90F 赤き血の一族上級印
CA0F 三日月一族下級紋章
CB0F 三日月一族中級紋章
CC0F 三日月一族上級紋章
CD0F デビルアイ一族下級紋章
CE0F デビルアイ一族中級紋章
CF0F デビルアイ一族上級紋章
D00F 赤き血の一族下級紋章
D10F 赤き血の一族中級紋章
D20F 赤き血の一族上級紋章
D30F セリネルの指令書
D40F 強力な力の秘薬
D50F 素早さの秘薬
D60F 健康の秘薬
D70F 賢明な知恵の秘薬
D80F 聡明な知識の秘薬
D90F カリスマの秘薬
DA0F 運の秘薬
DB0F 生命の手
DD0F 快速疾走
DE0F 魔法師の秘薬
DF0F 必殺の一撃
E10F 会心の一撃
E20F 鉄壁の秘薬
E30F 強靭の秘薬
E40F 充溢の秘薬
E50F 最後の秘薬
E60F 不滅の剣
E70F <c:CYAN>黄金硬貨<n>
E90F 元素破壊の杖
EA0F マーダーカット
EB0F 暴風刃
EC0F 鋼鉄拳
ED0F 閃光の残像
EE0F 天使の吐息
EF0F 一網打尽
F00F ファイナルアタック
F10F ウィンドウェーブ
F20F 王家の遊具
F30F 歓喜の踊り
F40F 灼熱の猛火
F50F 魚の干物
F60F 侵略計画提案書
F70F 大型骸骨の武器
F80F 黄色い紐
FA0F 王の秘策
FB0F ガルリアの日記帳
FC0F ハートレッシュの血液
FD0F ハンマーフォースのハンマー
FE0F ハンマーフォースの身体標本
FF0F ハンマーフォースの赤い耳
0010 作戦計画書
0110 未使用の鍵1
0210 未使用の鍵2
0310 未使用の鍵3
0410 未使用の鍵4
0510 未使用の呪文書5
0610 未使用の武器6
0710 未使用の紐7
0810 未使用の縄8
0910 インフィニティクラッシャー‘怒り’
0A10 インフィニティウィング‘欲望’
0B10 インフィニティボウ‘純粋’
0C10 インフィニティスピア‘意志’
0D10 インフィニティダガー‘死’
0E10 インフィニティグローブ‘正義’
0F10 インフィニティフルート‘ラプソディー’
1010 インフィニティスリング‘淑女’
1110 インフィニティロッド‘スター’
1210 インフィニティウィップ‘悪夢’
1310 インフィニティテイル‘誘惑’
1410 プチ・コスミックストーン[NoBank]
1510 インフィニティクラッシャー1
1610 インフィニティクラッシャー2
1710 インフィニティクラッシャー3
1810 インフィニティクラッシャー4
1910 インフィニティクラッシャー5
1A10 インフィニティクラッシャー6
1B10 インフィニティクラッシャー7
1C10 インフィニティクラッシャー8
1D10 インフィニティクラッシャー9
1E10 インフィニティウィング1
1F10 インフィニティウィング2
2010 インフィニティウィング3
2110 インフィニティウィング4
2210 インフィニティウィング5
2310 インフィニティウィング6
2410 インフィニティウィング7
2510 インフィニティウィング8
2610 インフィニティウィング9
2710 インフィニティダガー1
2810 インフィニティダガー2
2910 インフィニティダガー3
2A10 インフィニティダガー4
2B10 インフィニティダガー5
2C10 インフィニティダガー6
2D10 インフィニティダガー7
2E10 インフィニティダガー8
2F10 インフィニティダガー9
3010 インフィニティボウ9
3110 インフィニティスピア1
3210 インフィニティスピア2
3310 インフィニティスピア3
3410 インフィニティスピア4
3510 インフィニティスピア5
3610 インフィニティスピア6
3710 インフィニティスピア7
3810 インフィニティスピア8
3910 インフィニティスピア9
3A10 インフィニティフルート1
3B10 インフィニティフルート2
3C10 インフィニティフルート3
3D10 インフィニティフルート4
3E10 インフィニティフルート5
3F10 インフィニティフルート6
4010 インフィニティフルート7
4110 インフィニティフルート8
4210 インフィニティフルート9
4310 インフィニティスリング1
4410 インフィニティスリング2
4510 インフィニティスリング3
4610 インフィニティスリング4
4710 インフィニティスリング5
4810 インフィニティスリング6
4910 インフィニティスリング7
4A10 インフィニティスリング8
4B10 インフィニティスリング9
4C10 インフィニティロッド1
4D10 インフィニティロッド2
4E10 インフィニティロッド3
4F10 インフィニティロッド4
5010 インフィニティロッド5
5110 インフィニティロッド6
5210 インフィニティロッド7
5310 インフィニティロッド8
5410 インフィニティロッド9
5510 インフィニティウィップ1
5610 インフィニティウィップ2
5710 インフィニティウィップ3
